"GEO_ID","id"
"S0802_C02_006E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!AGE!!55 to 59 years"
"S0802_C02_006M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!AGE!!55 to 59 years"
"S0802_C02_007E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!AGE!!60 years and over"
"S0802_C02_007M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!AGE!!60 years and over"
"S0802_C02_008E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!AGE!!Median age (years)"
"S0802_C02_008M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!AGE!!Median age (years)"
"S0802_C02_009E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!SEX!!Male"
"S0802_C02_009M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!SEX!!Male"
"S0802_C02_010E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!SEX!!Female"
"S0802_C02_010M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!SEX!!Female"
"S0802_C02_011E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0802_C02_011M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0802_C02_012E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0802_C02_012M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0802_C02_013E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0802_C02_013M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0802_C02_014E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0802_C02_014M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0802_C02_015E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0802_C02_015M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0802_C02_016E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0802_C02_016M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0802_C02_017E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0802_C02_017M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0802_C02_018E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0802_C02_018M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0802_C02_019E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0802_C02_019M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0802_C02_020E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0802_C02_020M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0802_C02_021E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0802_C02_021M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0802_C02_022E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0802_C02_022M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0802_C02_023E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0802_C02_023M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0802_C02_024E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0802_C02_024M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0802_C02_025E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English"
"S0802_C02_025M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English"
"S0802_C02_026E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English "very well""
"S0802_C02_026M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English "very well""
"S0802_C02_027E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than "very well""
"S0802_C02_027M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than "very well""
"S0802_C02_028E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings"
"S0802_C02_028M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings"
"S0802_C02_029E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$1 to $9,999 or loss"
"S0802_C02_029M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$1 to $9,999 or loss"
"S0802_C02_030E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$10,000 to $14,999"
"S0802_C02_030M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$10,000 to $14,999"
"S0802_C02_031E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$15,000 to $24,999"
"S0802_C02_031M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$15,000 to $24,999"
"S0802_C02_032E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$25,000 to $34,999"
"S0802_C02_032M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$25,000 to $34,999"
"S0802_C02_033E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$35,000 to $49,999"
"S0802_C02_033M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$35,000 to $49,999"
"S0802_C02_034E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$50,000 to $64,999"
"S0802_C02_034M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$50,000 to $64,999"
"S0802_C02_035E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$65,000 to $74,999"
"S0802_C02_035M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$65,000 to $74,999"
"S0802_C02_036E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more"
"S0802_C02_036M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more"
"S0802_C02_037E","Estimate!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!Median earnings (dollars)"
"S0802_C02_037M","Margin of Error!!Car, truck, or van -- drove alone!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!Median earnings (dollars)"
"S0802_C02_038E","Estimate!!Car, truck, or van -- drove alone!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined"
"S0802_C02_038M","Margin of Error!!Car, truck, or van -- drove alone!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined"
"S0802_C02_039E","Estimate!!Car, truck, or van -- drove alone!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0802_C02_039M","Margin of Error!!Car, truck, or van -- drove alone!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0802_C02_040E","Estimate!!Car, truck, or van -- drove alone!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0802_C02_040M","Margin of Error!!Car, truck, or van -- drove alone!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0802_C02_041E","Estimate!!Car, truck, or van -- drove alone!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0802_C02_041M","Margin of Error!!Car, truck, or van -- drove alone!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0802_C02_042E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over"
"S0802_C02_042M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over"
"S0802_C02_043E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0802_C02_043M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0802_C02_044E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Service occupations"
"S0802_C02_044M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Service occupations"
"S0802_C02_045E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0802_C02_045M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0802_C02_046E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0802_C02_046M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0802_C02_047E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0802_C02_047M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0802_C02_048E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Military specific occupations"
"S0802_C02_048M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!OCCUPATION!!Military specific occupations"
"S0802_C02_049E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0802_C02_049M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0802_C02_050E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Construction"
"S0802_C02_050M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Construction"
"S0802_C02_051E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Manufacturing"
"S0802_C02_051M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Manufacturing"
"S0802_C02_052E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Wholesale trade"
"S0802_C02_052M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Wholesale trade"
"S0802_C02_053E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Retail trade"
"S0802_C02_053M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Retail trade"
"S0802_C02_054E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0802_C02_054M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0802_C02_055E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing"
"S0802_C02_055M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing"
"S0802_C02_056E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services"
"S0802_C02_056M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services"
"S0802_C02_057E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0802_C02_057M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0802_C02_058E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0802_C02_058M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0802_C02_059E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0802_C02_059M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0802_C02_060E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Public administration"
"S0802_C02_060M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Public administration"
"S0802_C02_061E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Armed forces"
"S0802_C02_061M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!INDUSTRY!!Armed forces"
"S0802_C02_062E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0802_C02_062M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0802_C02_063E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!CLASS OF WORKER!!Government workers"
"S0802_C02_063M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!CLASS OF WORKER!!Government workers"
"S0802_C02_064E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0802_C02_064M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0802_C02_065E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0802_C02_065M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0802_C02_066E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0802_C02_066M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0802_C02_067E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0802_C02_067M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0802_C02_068E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0802_C02_068M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0802_C02_069E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0802_C02_069M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0802_C02_070E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home"
"S0802_C02_070M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home"
"S0802_C02_071E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0802_C02_071M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0802_C02_072E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0802_C02_072M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0802_C02_073E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0802_C02_073M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0802_C02_074E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0802_C02_074M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0802_C02_075E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0802_C02_075M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0802_C02_076E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0802_C02_076M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0802_C02_077E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0802_C02_077M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0802_C02_078E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0802_C02_078M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0802_C02_079E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0802_C02_079M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0802_C02_080E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0802_C02_080M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0802_C02_081E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0802_C02_081M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0802_C02_082E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0802_C02_082M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0802_C02_083E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0802_C02_083M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0802_C02_084E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0802_C02_084M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0802_C02_085E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0802_C02_085M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0802_C02_086E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0802_C02_086M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0802_C02_087E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0802_C02_087M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0802_C02_088E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0802_C02_088M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0802_C02_089E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes"
"S0802_C02_089M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes"
"S0802_C02_090E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)"
"S0802_C02_090M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)"
"S0802_C02_091E","Estimate!!Car, truck, or van -- drove alone!!Workers 16 years and over in households"
"S0802_C02_091M","Margin of Error!!Car, truck, or van -- drove alone!!Workers 16 years and over in households"
